iter	Passed	Remaining
1709	4135	10375
1710	4138	10374
1711	4139	10367
1712	4139	10360
1713	4143	10362
1714	4144	10355
1715	4147	10355
1716	4151	10356
1717	4152	10350
1718	4158	10357
1719	4163	10360
1720	4164	10353
1721	4164	10346
1722	4165	10339
1723	4166	10333
1724	4167	10327
1725	4167	10319
1726	4168	10314
1727	4169	10306
1728	4172	10307
1729	4178	10312
1730	4179	10306
1731	4179	10299
1732	4180	10292
1733	4181	10286
1734	4184	10285
1735	4184	10278
1736	4190	10283
1737	4194	10284
1738	4194	10278
1739	4196	10274
1740	4197	10267
1741	4200	10267
1742	4203	10266
1743	4203	10259
1744	4204	10252
1745	4204	10245
1746	4205	10237
1747	4216	10255
1748	4222	10262
1749	4222	10255
1750	4225	10254
1751	4229	10255
1752	4233	10255
1753	4234	10251
1754	4236	10246
1755	4236	10239
1756	4238	10235
1757	4239	10228
1758	4239	10221
1759	4243	10222
1760	4246	10222
1761	4253	10229
1762	4261	10240
1763	4262	10236
1764	4263	10229
1765	4263	10221
1766	4266	10220
1767	4269	10219
1768	4275	10226
1769	4276	10220
1770	4282	10225
1771	4288	10232
1772	4296	10244
1773	4297	10236
1774	4298	10231
1775	4298	10223
1776	4299	10217
1777	4299	10209
1778	4300	10202
1779	4300	10195
1780	4300	10188
1781	4301	10181
1782	4301	10174
1783	4305	10175
1784	4307	10171
1785	4307	10164
1786	4309	10159
1787	4309	10152
1788	4310	10145
1789	4311	10141
1790	4317	10146
1791	4318	10141
1792	4321	10140
1793	4325	10140
1794	4329	10141
1795	4335	10147
1796	4338	10147
1797	4339	10142
1798	4344	10145
1799	4344	10137
1800	4345	10131
1801	4345	10124
1802	4348	10123
1803	4354	10128
1804	4355	10121
1805	4355	10115
1806	4358	10114
1807	4359	10107
1808	4362	10107
1809	4370	10117
1810	4374	10117
1811	4377	10116
1812	4377	10110
1813	4378	10102
1814	4379	10097
1815	4379	10090
1816	4379	10083
1817	4385	10087
1818	4388	10086
1819	4392	10087
1820	4392	10080
1821	4393	10074
1822	4394	10068
1823	4400	10073
1824	4406	10079
1825	4407	10074
1826	4407	10067
1827	4408	10061
1828	4409	10055
1829	4410	10049
1830	4410	10042
1831	4414	10043
1832	4415	10038
1833	4416	10032
1834	4417	10026
1835	4420	10025
1836	4423	10025
1837	4424	10018
1838	4432	10028
1839	4434	10024
1840	4435	10019
1841	4441	10025
1842	4444	10024
1843	4447	10023
1844	4447	10016
1845	4448	10010
1846	4448	10003
1847	4452	10004
1848	4458	10009
1849	4459	10003
1850	4459	9997
1851	4462	9995
1852	4464	9990
1853	4470	9997
1854	4471	9991
1855	4471	9984
1856	4472	9977
1857	4475	9976
1858	4475	9970
1859	4476	9963
1860	4480	9964
1861	4487	9973
1862	4488	9967
1863	4489	9961
1864	4492	9960
1865	4492	9953
1866	4493	9947
1867	4497	9948
1868	4499	9944
1869	4499	9937
1870	4500	9932
1871	4501	9925
1872	4502	9920
1873	4503	9915
1874	4503	9908
1875	4513	9921
1876	4517	9923
1877	4523	9927
1878	4523	9920
1879	4524	9914
1880	4524	9908
1881	4525	9901
1882	4525	9895
1883	4526	9888
1884	4527	9883
1885	4528	9878
1886	4533	9880
1887	4536	9879
1888	4536	9873
1889	4540	9874
1890	4541	9868
1891	4544	9866
1892	4544	9860
1893	4545	9853
1894	4545	9847
1895	4546	9840
1896	4546	9834
1897	4547	9828
1898	4549	9824
1899	4549	9817
1900	4553	9817
1901	4554	9812
1902	4554	9806
1903	4557	9805
1904	4558	9798
1905	4558	9792
1906	4562	9792
1907	4562	9785
1908	4564	9780
1909	4569	9784
1910	4573	9785
1911	4576	9784
1912	4584	9795
1913	4585	9789
1914	4586	9782
1915	4586	9776
1916	4587	9770
1917	4591	9771
1918	4595	9772
1919	4596	9766
1920	4601	9771
1921	4602	9765
1922	4603	9759
1923	4609	9764
1924	4612	9764
1925	4612	9757
1926	4613	9751
1927	4613	9744
1928	4614	9737
1929	4617	9737
1930	4618	9731
1931	4619	9727
1932	4625	9732
1933	4626	9726
1934	4626	9719
1935	4628	9716
1936	4631	9715
1937	4632	9709
1938	4632	9702
1939	4638	9707
1940	4641	9706
1941	4644	9705
1942	4647	9704
1943	4649	9700
1944	4649	9693
1945	4652	9692
1946	4656	9693
1947	4657	9687
1948	4663	9693
1949	4666	9692
1950	4667	9685
1951	4668	9681
1952	4670	9677
1953	4673	9676
1954	4673	9670
1955	4679	9674
1956	4682	9674
1957	4683	9669
1958	4685	9664
1959	4688	9664
1960	4689	9658
1961	4690	9654
1962	4691	9648
1963	4691	9641
1964	4695	9642
1965	4699	9642
1966	4700	9636
1967	4703	9636
1968	4707	9637
1969	4708	9631
1970	4709	9626
1971	4717	9635
1972	4718	9630
1973	4721	9630
1974	4722	9625
1975	4723	9619
1976	4728	9621
1977	4734	9627
1978	4735	9621
1979	4736	9616
1980	4742	9621
1981	4743	9615
1982	4743	9608
1983	4747	9609
1984	4748	9603
1985	4750	9602
1986	4752	9597
1987	4756	9598
1988	4760	9600
1989	4761	9594
1990	4761	9587
1991	4762	9581
1992	4763	9577
1993	4769	9581
1994	4769	9575
1995	4775	9580
1996	4781	9583
1997	4781	9577
1998	4786	9580
1999	4791	9582
2000	4791	9576
2001	4792	9571
2002	4798	9576
2003	4802	9576
2004	4805	9574
2005	4805	9568
2006	4806	9562
2007	4806	9556
2008	4809	9554
2009	4810	9548
2010	4810	9542
2011	4811	9536
2012	4820	9546
2013	4820	9540
2014	4827	9546
2015	4828	9542
2016	4834	9546
2017	4839	9550
2018	4840	9543
2019	4844	9544
2020	4853	9554
2021	4853	9548
2022	4854	9543
2023	4862	9552
2024	4863	9547
2025	4864	9541
2026	4865	9536
2027	4866	9530
2028	4866	9524
2029	4867	9518
2030	4868	9513
2031	4871	9513
2032	4872	9507
2033	4872	9501
2034	4877	9502
2035	4878	9497
2036	4879	9492
2037	4879	9485
2038	4880	9481
2039	4881	9474
2040	4881	9469
2041	4882	9463
2042	4882	9457
2043	4883	9451
2044	4884	9445
2045	4887	9445
2046	4887	9438
2047	4888	9433
2048	4889	9427
2049	4892	9427
2050	4895	9426
2051	4904	9435
2052	4904	9429
2053	4905	9423
2054	4905	9416
2055	4908	9416
2056	4909	9410
2057	4915	9415
2058	4921	9420
2059	4924	9418
2060	4930	9422
2061	4931	9417
2062	4931	9411
2063	4932	9405
2064	4936	9406
2065	4936	9399
2066	4940	9400
2067	4941	9394
2068	4941	9389
2069	4951	9400
2070	4952	9395
2071	4958	9400
2072	4959	9395
2073	4968	9404
2074	4968	9398
2075	4971	9396
2076	4972	9392
2077	4976	9393
2078	4980	9393
2079	4981	9388
2080	4982	9383
2081	4987	9385
2082	4988	9380
2083	4988	9374
2084	4996	9382
2085	5000	9383
2086	5001	9377
2087	5008	9382
2088	5008	9377
2089	5009	9371
2090	5009	9365
2091	5013	9365
2092	5014	9359
2093	5017	9360
2094	5018	9354
2095	5018	9348
2096	5022	9347
2097	5025	9346
2098	5025	9340
2099	5027	9335
2100	5027	9330
2101	5030	9328
2102	5030	9322
2103	5031	9316
2104	5031	9310
2105	5034	9309
2106	5035	9303
2107	5041	9307
2108	5047	9313
2109	5048	9308
2110	5049	9303
2111	5055	9307
2112	5056	9301
2113	5062	9306
2114	5062	9300
2115	5064	9295
2116	5064	9289
2117	5065	9284
2118	5065	9278
2119	5069	9278
2120	5070	9273
2121	5070	9267
2122	5071	9261
2123	5077	9266
2124	5078	9260
2125	5078	9254
2126	5079	9249
2127	5085	9254
2128	5086	9248
2129	5087	9243
2130	5088	9238
2131	5088	9232
2132	5089	9226
2133	5091	9223
2134	5092	9218
2135	5092	9213
2136	5093	9208
2137	5102	9216
2138	5102	9210
2139	5106	9209
2140	5106	9204
2141	5107	9198
2142	5113	9203
2143	5113	9197
2144	5116	9195
2145	5116	9189
2146	5120	9189
2147	5121	9183
2148	5121	9177
2149	5125	9178
2150	5128	9177
2151	5129	9172
2152	5130	9166
2153	5133	9165
2154	5133	9159
2155	5139	9163
2156	5142	9162
2157	5143	9157
2158	5144	9152
2159	5145	9147
2160	5151	9150
2161	5158	9157
2162	5162	9157
2163	5162	9151
2164	5167	9153
2165	5173	9156
2166	5175	9153
2167	5180	9157
2168	5184	9157
2169	5184	9151
2170	5187	9149
2171	5191	9150
2172	5196	9152
2173	5199	9150
2174	5200	9144
2175	5203	9143
2176	5203	9138
2177	5204	9132
2178	5204	9127
2179	5208	9126
2180	5209	9121
2181	5216	9128
2182	5219	9126
2183	5223	9126
2184	5224	9121
2185	5225	9117
2186	5226	9112
2187	5227	9106
2188	5228	9102
2189	5228	9096
2190	5229	9090
2191	5232	9089
2192	5232	9084
2193	5237	9084
2194	5237	9079
2195	5238	9073
2196	5245	9080
2197	5246	9074
2198	5252	9078
2199	5258	9082
2200	5258	9076
2201	5264	9080
2202	5270	9084
2203	5271	9078
2204	5274	9078
2205	5276	9073
2206	5277	9070
2207	5278	9065
2208	5282	9065
2209	5282	9059
2210	5288	9063
2211	5289	9057
2212	5289	9051
2213	5293	9051
2214	5296	9051
2215	5302	9054
2216	5303	9049
2217	5304	9045
2218	5309	9047
2219	5315	9051
2220	5318	9049
2221	5327	9057
2222	5327	9051
2223	5330	9050
2224	5331	9044
2225	5332	9041
2226	5336	9040
2227	5340	9041
2228	5343	9040
2229	5343	9034
2230	5347	9033
2231	5347	9027
2232	5350	9025
2233	5351	9021
2234	5356	9024
2235	5362	9027
2236	5366	9026
2237	5369	9025
2238	5372	9025
2239	5373	9019
2240	5374	9015
2241	5375	9009
2242	5375	9004
2243	5376	8998
2244	5376	8992
2245	5382	8996
2246	5388	8999
2247	5391	8998
2248	5392	8993
2249	5393	8988
2250	5393	8983
2251	5394	8978
2252	5401	8982
2253	5402	8978
2254	5402	8972
2255	5403	8968
2256	5409	8970
2257	5409	8964
2258	5409	8959
2259	5416	8963
2260	5417	8958
2261	5418	8953
2262	5424	8957
2263	5424	8951
2264	5428	8950
2265	5434	8955
2266	5435	8949
2267	5438	8949
2268	5439	8944
2269	5442	8942
2270	5443	8938
2271	5444	8933
2272	5444	8927
2273	5445	8922
2274	5445	8917
2275	5453	8923
2276	5454	8918
2277	5454	8912
2278	5458	8912
2279	5458	8906
2280	5459	8901
2281	5465	8904
2282	5469	8904
2283	5469	8899
2284	5470	8893
2285	5470	8888
2286	5471	8882
2287	5472	8878
2288	5475	8876
2289	5479	8876
2290	5482	8875
2291	5488	8878
2292	5488	8873
2293	5499	8884
2294	5502	8882
2295	5503	8877
2296	5503	8872
2297	5504	8866
2298	5510	8870
2299	5510	8865
2300	5514	8864
2301	5515	8860
2302	5516	8855
2303	5522	8858
2304	5522	8853
2305	5523	8847
2306	5529	8851
2307	5533	8851
2308	5536	8850
2309	5537	8844
2310	5542	8847
2311	5545	8846
2312	5551	8849
2313	5552	8843
2314	5552	8838
2315	5553	8833
2316	5556	8831
2317	5557	8828
2318	5558	8823
2319	5564	8826
2320	5565	8821
2321	5565	8815
2322	5570	8817
2323	5575	8819
2324	5581	8822
2325	5581	8816
2326	5586	8818
2327	5587	8813
2328	5590	8811
2329	5594	8811
2330	5597	8811
2331	5598	8806
2332	5599	8801
2333	5600	8796
2334	5600	8790
2335	5604	8790
2336	5604	8785
2337	5605	8779
2338	5608	8778
2339	5608	8773
2340	5609	8767
2341	5609	8762
2342	5610	8756
2343	5613	8756
2344	5617	8755
2345	5618	8750
2346	5622	8750
2347	5622	8745
2348	5624	8741
2349	5627	8741
2350	5635	8747
2351	5638	8745
2352	5642	8745
2353	5643	8740
2354	5644	8735
2355	5646	8733
2356	5652	8736
2357	5653	8731
2358	5657	8731
2359	5665	8737
2360	5665	8732
2361	5667	8728
2362	5667	8723
2363	5667	8717
2364	5668	8712
2365	5672	8712
2366	5673	8707
2367	5673	8702
2368	5677	8702
2369	5678	8697
2370	5683	8699
2371	5684	8694
2372	5684	8688
2373	5691	8692
2374	5697	8695
2375	5698	8690
2376	5698	8685
2377	5699	8680
2378	5703	8680
2379	5703	8675
2380	5708	8676
2381	5708	8671
2382	5715	8674
2383	5715	8669
2384	5722	8673
2385	5725	8671
2386	5727	8669
2387	5728	8664
2388	5728	8659
2389	5729	8653
2390	5729	8648
2391	5730	8643
2392	5732	8641
2393	5733	8636
2394	5734	8631
2395	5737	8630
2396	5738	8625
2397	5738	8620
2398	5739	8614
2399	5740	8611
2400	5748	8617
2401	5757	8624
2402	5758	8619
2403	5762	8619
2404	5762	8614
2405	5765	8612
2406	5769	8612
2407	5773	8612
2408	5773	8606
2409	5779	8609
2410	5785	8611
2411	5785	8606
2412	5786	8601
2413	5789	8600
2414	5789	8594
2415	5791	8591
2416	5792	8586
2417	5793	8582
2418	5793	8577
2419	5795	8573
2420	5795	8567
2421	5796	8562
2422	5796	8557
2423	5797	8553
2424	5801	8552
2425	5805	8552
2426	5808	8551
2427	5812	8551
2428	5813	8547
2429	5814	8542
2430	5815	8537
2431	5818	8536
2432	5822	8536
2433	5832	8545
2434	5835	8543
2435	5836	8538
2436	5842	8541
2437	5842	8536
2438	5843	8531
2439	5844	8527
2440	5847	8525
2441	5847	8520
2442	5850	8518
2443	5851	8513
2444	5856	8515
2445	5857	8510
2446	5860	8508
2447	5865	8510
2448	5865	8505
2449	5866	8500
2450	5869	8498
2451	5869	8493
2452	5872	8491
2453	5876	8491
2454	5878	8488
2455	5888	8497
2456	5895	8500
2457	5895	8495
2458	5896	8490
2459	5896	8485
2460	5897	8480
2461	5900	8479
2462	5904	8479
2463	5908	8478
2464	5908	8473
2465	5909	8468
2466	5912	8467
2467	5914	8464
2468	5914	8458
2469	5915	8454
2470	5916	8450
2471	5920	8449
2472	5924	8449
2473	5924	8444
2474	5925	8438
2475	5925	8433
2476	5926	8429
2477	5929	8427
2478	5930	8422
2479	5930	8417
2480	5936	8420
2481	5943	8423
2482	5943	8418
2483	5944	8414
2484	5944	8409
2485	5947	8407
2486	5948	8402
2487	5952	8402
2488	5955	8401
2489	5956	8396
2490	5956	8391
2491	5962	8393
2492	5972	8402
2493	5974	8398
2494	5977	8396
2495	5980	8396
2496	5981	8391
2497	5987	8393
2498	5987	8388
2499	5988	8383
2500	5991	8383
2501	5992	8378
2502	6002	8386
2503	6009	8390
2504	6013	8389
2505	6017	8389
2506	6017	8384
2507	6021	8383
2508	6026	8385
2509	6028	8382
2510	6029	8378
2511	6030	8373
2512	6030	8368
2513	6032	8364
2514	6032	8359
2515	6041	8365
2516	6042	8361
2517	6042	8355
2518	6048	8358
2519	6053	8359
2520	6053	8354
2521	6054	8348
2522	6057	8347
2523	6060	8346
2524	6066	8349
2525	6068	8345
2526	6068	8340
2527	6069	8335
2528	6073	8335
2529	6073	8330
2530	6074	8326
2531	6078	8326
2532	6079	8321
2533	6082	8319
2534	6083	8314
2535	6083	8309
2536	6084	8304
2537	6084	8299
2538	6084	8294
2539	6090	8296
2540	6091	8292
2541	6095	8292
2542	6101	8294
2543	6102	8289
2544	6106	8289
2545	6110	8289
2546	6111	8284
2547	6111	8279
2548	6111	8274
2549	6115	8274
2550	6116	8269
2551	6117	8264
2552	6117	8259
2553	6121	8259
2554	6122	8254
2555	6123	8251
2556	6128	8252
2557	6134	8254
2558	6138	8254
2559	6139	8249
2560	6139	8244
2561	6140	8239
2562	6145	8241
2563	6146	8237
2564	6152	8239
2565	6153	8234
2566	6156	8233
2567	6162	8235
2568	6162	8230
2569	6163	8226
2570	6166	8224
2571	6176	8232
2572	6183	8235
2573	6188	8237
2574	6195	8241
2575	6196	8236
2576	6197	8232
2577	6198	8228
2578	6207	8234
2579	6208	8229
2580	6214	8231
2581	6214	8227
2582	6215	8222
2583	6215	8217
2584	6216	8212
2585	6219	8210
2586	6225	8212
2587	6225	8207
2588	6230	8209
2589	6231	8204
2590	6238	8207
2591	6240	8204
2592	6240	8199
2593	6241	8194
2594	6244	8194
2595	6245	8189
2596	6247	8185
2597	6247	8180
2598	6250	8179
2599	6250	8174
2600	6251	8169
2601	6252	8164
2602	6252	8159
2603	6252	8154
2604	6253	8150
2605	6257	8149
2606	6258	8145
2607	6259	8140
2608	6262	8139
2609	6263	8135
2610	6267	8134
2611	6270	8133
2612	6271	8129
2613	6272	8124
2614	6272	8119
2615	6280	8124
2616	6281	8119
2617	6286	8121
2618	6287	8116
2619	6288	8112
2620	6289	8108
2621	6290	8103
2622	6290	8099
2623	6296	8101
2624	6297	8096
2625	6301	8096
2626	6302	8091
2627	6305	8090
2628	6305	8085
2629	6306	8080
2630	6314	8085
2631	6317	8083
2632	6317	8078
2633	6318	8074
2634	6318	8069
2635	6319	8064
2636	6319	8059
2637	6320	8055
2638	6320	8050
2639	6321	8045
2640	6322	8041
2641	6322	8036
2642	6323	8031
2643	6323	8026
2644	6323	8021
2645	6324	8016
2646	6331	8019
2647	6331	8014
2648	6333	8011
2649	6334	8007
2650	6337	8005
2651	6337	8001
2652	6343	8002
2653	6344	7999
2654	6345	7994
2655	6349	7994
2656	6350	7990
2657	6351	7985
2658	6357	7988
2659	6361	7987
2660	6364	7986
2661	6372	7991
2662	6373	7986
2663	6373	7981
2664	6373	7976
2665	6374	7971
2666	6375	7967
2667	6375	7962
2668	6376	7957
2669	6379	7956
2670	6380	7951
2671	6383	7951
2672	6384	7946
2673	6388	7946
2674	6388	7941
2675	6392	7939
2676	6392	7935
2677	6403	7942
2678	6406	7942
2679	6410	7941
2680	6410	7936
2681	6411	7931
2682	6411	7927
2683	6412	7922
2684	6412	7917
2685	6413	7912
2686	6417	7912
2687	6417	7907
2688	6419	7903
2689	6419	7899
2690	6422	7897
2691	6423	7893
2692	6423	7888
2693	6429	7890
2694	6439	7897
2695	6440	7892
2696	6445	7894
2697	6448	7892
2698	6453	7893
2699	6457	7892
2700	6460	7891
2701	6461	7886
2702	6461	7881
2703	6465	7880
2704	6468	7878
2705	6473	7879
2706	6474	7876
2707	6475	7872
2708	6479	7871
2709	6479	7866
2710	6485	7868
2711	6489	7867
2712	6490	7863
2713	6490	7858
2714	6490	7853
2715	6491	7848
2716	6491	7844
2717	6495	7843
2718	6504	7848
2719	6504	7844
2720	6511	7846
2721	6515	7845
2722	6518	7845
2723	6523	7845
2724	6524	7840
2725	6525	7837
2726	6525	7832
2727	6529	7831
2728	6530	7827
2729	6531	7822
2730	6531	7818
2731	6534	7817
2732	6535	7812
2733	6536	7808
2734	6536	7803
2735	6537	7798
2736	6541	7798
2737	6541	7793
2738	6542	7789
2739	6542	7784
2740	6546	7783
2741	6548	7780
2742	6548	7775
2743	6556	7780
2744	6560	7779
2745	6561	7775
2746	6561	7770
2747	6562	7766
2748	6566	7765
2749	6566	7760
2750	6574	7764
2751	6578	7763
2752	6584	7766
2753	6584	7761
2754	6585	7756
2755	6592	7759
2756	6595	7758
2757	6596	7753
2758	6596	7748
2759	6597	7744
2760	6601	7744
2761	6601	7739
2762	6602	7734
2763	6602	7730
2764	6603	7725
2765	6603	7721
2766	6604	7716
2767	6605	7712
2768	6605	7707
2769	6606	7704
2770	6607	7699
2771	6610	7698
2772	6614	7697
2773	6615	7693
2774	6618	7691
2775	6622	7690
2776	6623	7687
2777	6626	7686
2778	6627	7681
2779	6631	7681
2780	6631	7676
2781	6632	7671
2782	6632	7667
2783	6633	7663
2784	6637	7661
2785	6637	7657
2786	6641	7656
2787	6645	7655
2788	6648	7654
2789	6652	7654
2790	6660	7658
2791	6664	7657
2792	6667	7656
2793	6668	7651
2794	6668	7646
2795	6672	7646
2796	6675	7645
2797	6679	7644
2798	6682	7642
2799	6683	7638
2800	6687	7637
2801	6688	7633
2802	6688	7629
2803	6689	7624
2804	6690	7620
2805	6693	7619
2806	6699	7620
2807	6705	7622
2808	6711	7624
2809	6713	7620
2810	6713	7616
2811	6717	7615
2812	6718	7612
2813	6719	7607
2814	6721	7604
2815	6722	7600
2816	6723	7596
2817	6724	7592
2818	6727	7591
2819	6728	7587
2820	6732	7586
2821	6732	7581
2822	6736	7581
2823	6737	7576
2824	6737	7572
2825	6739	7568
2826	6739	7564
2827	6740	7559
2828	6740	7555
2829	6743	7553
2830	6744	7549
2831	6750	7551
2832	6751	7547
2833	6751	7542
2834	6754	7540
2835	6755	7536
2836	6755	7531
2837	6756	7527
2838	6762	7529
2839	6768	7531
2840	6772	7530
2841	6772	7525
2842	6773	7521
2843	6773	7516
2844	6777	7515
2845	6778	7511
2846	6783	7512
2847	6784	7508
2848	6785	7504
2849	6788	7503
2850	6791	7501
2851	6799	7505
2852	6805	7506
2853	6809	7506
2854	6810	7501
2855	6813	7501
2856	6817	7500
2857	6821	7498
2858	6821	7494
2859	6824	7492
2860	6829	7493
2861	6831	7490
2862	6831	7485
2863	6835	7484
2864	6839	7483
2865	6839	7479
2866	6840	7474
2867	6846	7476
2868	6847	7473
2869	6849	7469
2870	6851	7466
2871	6851	7462
2872	6855	7461
2873	6859	7460
2874	6859	7455
2875	6865	7457
2876	6866	7453
2877	6866	7448
2878	6867	7444
2879	6868	7440
2880	6868	7436
2881	6869	7431
2882	6874	7432
2883	6879	7433
2884	6880	7428
2885	6880	7424
2886	6884	7423
2887	6885	7419
2888	6891	7421
2889	6895	7420
2890	6895	7415
2891	6896	7411
2892	6899	7410
2893	6903	7408
2894	6905	7406
2895	6905	7401
2896	6907	7398
2897	6911	7397
2898	6912	7393
2899	6912	7389
2900	6918	7390
2901	6919	7386
2902	6927	7390
2903	6930	7388
2904	6933	7387
2905	6940	7388
2906	6940	7384
2907	6941	7380
2908	6947	7381
2909	6948	7378
2910	6948	7373
2911	6955	7375
2912	6956	7371
2913	6956	7367
2914	6957	7363
2915	6960	7361
2916	6966	7363
2917	6968	7359
2918	6969	7355
2919	6969	7351
2920	6970	7347
2921	6976	7349
2922	6977	7344
2923	6977	7340
2924	6981	7339
2925	6985	7338
2926	6990	7339
2927	6996	7340
2928	6999	7338
2929	7000	7335
2930	7004	7334
2931	7007	7332
2932	7011	7331
2933	7017	7332
2934	7020	7331
2935	7021	7327
2936	7024	7326
2937	7025	7322
2938	7026	7318
2939	7032	7319
2940	7036	7318
2941	7036	7313
2942	7040	7312
2943	7040	7308
2944	7043	7306
2945	7047	7305
2946	7053	7307
2947	7057	7306
2948	7058	7303
2949	7059	7298
2950	7059	7294
2951	7060	7290
2952	7062	7287
2953	7062	7282
2954	7069	7284
2955	7073	7284
2956	7077	7282
2957	7077	7278
2958	7086	7282
2959	7086	7278
2960	7087	7274
2961	7088	7269
2962	7088	7265
2963	7089	7261
2964	7090	7257
2965	7090	7253
2966	7091	7248
2967	7094	7247
2968	7094	7242
2969	7098	7241
2970	7098	7237
2971	7101	7235
2972	7102	7231
2973	7103	7227
2974	7106	7226
2975	7107	7222
2976	7107	7217
2977	7109	7214
2978	7117	7218
2979	7118	7213
2980	7121	7212
2981	7121	7207
2982	7128	7209
2983	7128	7205
2984	7138	7209
2985	7138	7205
2986	7139	7202
2987	7141	7198
2988	7144	7197
2989	7152	7200
2990	7156	7199
2991	7156	7195
2992	7160	7194
2993	7169	7198
2994	7169	7193
2995	7173	7192
2996	7174	7188
2997	7174	7184
2998	7175	7180
2999	7178	7178
3000	7179	7174
3001	7179	7170
3002	7180	7166
3003	7181	7162
3004	7182	7159
3005	7183	7154
3006	7187	7153
3007	7188	7150
3008	7193	7150
3009	7194	7146
3010	7195	7142
3011	7195	7138
3012	7199	7137
3013	7200	7133
3014	7200	7128
3015	7204	7127
3016	7206	7125
3017	7210	7124
3018	7211	7120
3019	7216	7121
3020	7217	7116
3021	7220	7115
3022	7220	7111
3023	7222	7107
3024	7225	7106
3025	7226	7102
3026	7227	7098
3027	7228	7094
3028	7228	7090
3029	7228	7085
3030	7229	7081
3031	7229	7077
3032	7235	7078
3033	7236	7074
3034	7236	7070
3035	7240	7068
3036	7244	7067
3037	7244	7063
3038	7245	7059
3039	7246	7055
3040	7247	7051
3041	7247	7047
3042	7251	7046
3043	7259	7049
3044	7261	7046
3045	7269	7049
3046	7270	7045
3047	7277	7048
3048	7281	7046
3049	7281	7042
3050	7282	7038
3051	7292	7044
3052	7301	7047
3053	7305	7046
3054	7305	7042
3055	7306	7038
3056	7306	7034
3057	7310	7033
3058	7311	7029
3059	7316	7030
3060	7320	7028
3061	7328	7032
3062	7330	7029
3063	7334	7028
3064	7335	7024
3065	7336	7020
3066	7336	7016
3067	7337	7012
3068	7338	7008
3069	7338	7004
3070	7339	6999
3071	7343	6999
3072	7348	6999
3073	7348	6995
3074	7354	6995
3075	7355	6991
3076	7356	6987
3077	7356	6984
3078	7362	6984
3079	7363	6980
3080	7366	6979
3081	7367	6975
3082	7367	6971
3083	7368	6966
3084	7368	6962
3085	7369	6958
3086	7372	6956
3087	7374	6954
3088	7375	6950
3089	7376	6946
3090	7377	6942
3091	7377	6938
3092	7380	6937
3093	7381	6932
3094	7381	6928
3095	7390	6932
3096	7393	6930
3097	7394	6926
3098	7394	6922
3099	7398	6921
3100	7403	6921
3101	7407	6920
3102	7408	6916
3103	7408	6912
3104	7409	6908
3105	7410	6904
3106	7416	6905
3107	7422	6906
3108	7427	6907
3109	7428	6903
3110	7429	6899
3111	7430	6895
3112	7432	6892
3113	7437	6893
3114	7438	6889
3115	7438	6885
3116	7444	6885
3117	7446	6882
3118	7449	6881
3119	7459	6885
3120	7459	6881
3121	7460	6877
3122	7460	6873
3123	7467	6874
3124	7470	6872
3125	7473	6870
3126	7474	6866
3127	7474	6862
3128	7475	6858
3129	7482	6861
3130	7486	6860
3131	7489	6858
3132	7490	6854
3133	7493	6853
3134	7500	6854
3135	7501	6850
3136	7501	6846
3137	7502	6842
3138	7502	6838
3139	7505	6836
3140	7508	6834
3141	7514	6835
3142	7514	6830
3143	7515	6826
3144	7515	6822
3145	7520	6822
3146	7521	6818
3147	7522	6815
3148	7528	6815
3149	7534	6816
3150	7535	6812
3151	7540	6813
3152	7541	6809
3153	7542	6805
3154	7553	6811
3155	7553	6807
3156	7554	6802
3157	7557	6801
3158	7560	6799
3159	7564	6798
3160	7565	6794
3161	7565	6790
3162	7574	6793
3163	7577	6792
3164	7579	6788
3165	7579	6785
3166	7580	6781
3167	7581	6777
3168	7581	6773
3169	7585	6771
3170	7586	6768
3171	7587	6764
3172	7593	6765
3173	7594	6761
3174	7597	6759
3175	7597	6755
3176	7598	6751
3177	7606	6754
3178	7612	6755
3179	7614	6752
3180	7618	6751
3181	7621	6749
3182	7631	6753
3183	7636	6754
3184	7640	6753
3185	7641	6749
3186	7645	6747
3187	7645	6743
3188	7654	6746
3189	7657	6745
3190	7658	6741
3191	7662	6740
3192	7665	6738
3193	7665	6734
3194	7673	6737
3195	7674	6733
3196	7674	6728
3197	7681	6729
3198	7681	6725
3199	7683	6722
3200	7684	6719
3201	7688	6718
3202	7688	6713
3203	7688	6709
3204	7689	6705
3205	7689	6701
3206	7690	6697
3207	7691	6694
3208	7691	6689
3209	7692	6686
3210	7693	6682
3211	7693	6677
3212	7701	6680
3213	7702	6676
3214	7703	6673
3215	7707	6672
3216	7708	6668
3217	7708	6664
3218	7709	6660
3219	7712	6658
3220	7716	6657
3221	7718	6654
3222	7721	6653
3223	7722	6649
3224	7723	6645
3225	7725	6642
3226	7725	6638
3227	7726	6634
3228	7732	6635
3229	7735	6633
3230	7740	6633
3231	7740	6629
3232	7744	6628
3233	7746	6625
3234	7746	6621
3235	7747	6617
3236	7750	6615
3237	7751	6611
3238	7751	6607
3239	7755	6606
3240	7756	6602
3241	7759	6601
3242	7763	6600
3243	7764	6596
3244	7765	6592
3245	7768	6591
3246	7769	6587
3247	7770	6583
3248	7771	6579
3249	7774	6578
3250	7777	6576
3251	7778	6572
3252	7779	6569
3253	7783	6568
3254	7786	6566
3255	7787	6562
3256	7788	6559
3257	7789	6556
3258	7793	6554
3259	7794	6551
3260	7795	6547
3261	7800	6547
3262	7801	6544
