iter	Passed	Remaining
301	739	13943
302	743	13972
303	743	13932
304	751	14040
305	755	14056
306	755	14018
307	761	14076
308	762	14036
309	762	14000
310	763	13961
311	764	13936
312	769	13990
313	773	14011
314	774	13981
315	776	13966
316	780	13990
317	783	13999
318	784	13964
319	784	13925
320	790	13992
321	791	13956
322	797	14013
323	798	13989
324	804	14051
325	807	14059
326	808	14027
327	809	13992
328	809	13955
329	810	13917
330	810	13886
331	811	13849
332	811	13812
333	812	13775
334	812	13738
335	812	13703
336	816	13717
337	816	13681
338	818	13660
339	818	13626
340	823	13671
341	824	13636
342	829	13680
343	830	13659
344	831	13623
345	834	13642
346	835	13613
347	836	13577
348	844	13676
349	845	13641
350	845	13606
351	853	13697
352	854	13667
353	854	13633
354	856	13619
355	862	13676
356	868	13734
357	869	13708
358	870	13681
359	876	13737
360	877	13704
361	878	13675
362	884	13727
363	891	13809
364	895	13821
365	897	13823
366	898	13789
367	901	13798
368	904	13806
369	905	13777
370	906	13752
371	907	13724
372	908	13700
373	908	13668
374	911	13675
375	912	13645
376	912	13615
377	913	13585
378	916	13590
379	922	13647
380	926	13664
381	929	13672
382	933	13687
383	933	13657
384	940	13714
385	940	13682
386	941	13650
387	947	13699
388	947	13670
389	948	13638
390	952	13667
391	958	13713
392	959	13688
393	965	13739
394	972	13799
395	973	13769
396	973	13738
397	976	13743
398	977	13725
399	978	13697
400	978	13667
401	979	13640
402	981	13629
403	982	13608
404	982	13579
405	983	13551
406	993	13657
407	994	13633
408	1000	13678
409	1001	13651
410	1005	13667
411	1008	13680
412	1011	13684
413	1012	13654
414	1012	13627
415	1013	13598
416	1016	13610
417	1024	13681
418	1025	13655
419	1028	13663
420	1028	13634
421	1029	13605
422	1035	13650
423	1035	13621
424	1041	13665
425	1042	13638
426	1042	13609
427	1045	13614
428	1049	13627
429	1050	13603
430	1050	13574
431	1061	13676
432	1061	13648
433	1061	13619
434	1065	13630
435	1070	13663
436	1071	13645
437	1077	13686
438	1078	13658
439	1081	13669
440	1085	13681
441	1088	13693
442	1092	13703
443	1093	13678
444	1096	13693
445	1103	13735
446	1109	13779
447	1109	13753
448	1110	13724
449	1113	13731
450	1113	13704
451	1114	13676
452	1117	13681
453	1117	13654
454	1120	13660
455	1124	13669
456	1125	13646
457	1125	13620
458	1129	13640
459	1130	13613
460	1130	13586
461	1136	13626
462	1137	13602
463	1137	13575
464	1141	13586
465	1141	13561
466	1142	13536
467	1145	13545
468	1146	13519
469	1146	13493
470	1153	13536
471	1159	13577
472	1160	13558
473	1161	13537
474	1169	13606
475	1173	13615
476	1177	13631
477	1180	13636
478	1183	13639
479	1183	13614
480	1184	13588
481	1184	13561
482	1185	13535
483	1185	13510
484	1192	13554
485	1192	13535
486	1193	13509
487	1193	13483
488	1195	13470
489	1195	13447
490	1199	13461
491	1203	13471
492	1203	13446
493	1207	13457
494	1207	13433
495	1210	13437
496	1213	13441
497	1214	13421
498	1215	13399
499	1215	13375
500	1216	13354
501	1219	13360
502	1221	13345
503	1222	13328
504	1222	13305
505	1226	13317
506	1230	13328
507	1233	13336
508	1234	13314
509	1235	13298
510	1236	13278
511	1236	13254
512	1237	13232
513	1243	13274
514	1244	13254
515	1244	13229
516	1251	13270
517	1252	13251
518	1252	13228
519	1253	13205
520	1253	13183
521	1254	13160
522	1255	13150
523	1259	13160
524	1262	13163
525	1262	13143
526	1263	13121
527	1263	13098
528	1268	13114
529	1268	13092
530	1268	13069
531	1271	13071
532	1272	13050
533	1272	13027
534	1279	13067
535	1283	13080
536	1283	13060
537	1284	13041
538	1285	13019
539	1285	12997
540	1286	12983
541	1290	12994
542	1291	12976
543	1297	13012
544	1297	12991
545	1298	12973
546	1307	13032
547	1307	13011
548	1308	12989
549	1308	12969
550	1319	13049
551	1323	13061
552	1323	13041
553	1324	13025
554	1326	13016
555	1330	13027
556	1330	13005
557	1334	13011
558	1334	12993
559	1336	12982
560	1336	12961
561	1339	12965
562	1343	12976
563	1351	13028
564	1352	13006
565	1352	12985
566	1356	12993
567	1356	12973
568	1356	12951
569	1357	12936
570	1358	12915
571	1361	12920
572	1362	12902
573	1365	12910
574	1369	12918
575	1372	12925
576	1373	12911
577	1374	12893
578	1374	12873
579	1375	12857
580	1376	12837
581	1379	12844
582	1380	12823
583	1380	12803
584	1384	12811
585	1385	12803
586	1386	12785
587	1386	12764
588	1387	12746
589	1390	12750
590	1391	12731
591	1394	12737
592	1395	12728
593	1398	12731
594	1404	12761
595	1408	12769
596	1409	12753
597	1410	12737
598	1410	12722
599	1411	12706
600	1415	12715
601	1417	12713
602	1426	12768
603	1432	12801
604	1434	12790
605	1437	12795
606	1437	12775
607	1438	12756
608	1438	12736
609	1439	12718
610	1440	12701
611	1440	12685
612	1441	12666
613	1445	12676
614	1445	12656
615	1453	12705
616	1457	12719
617	1462	12733
618	1463	12719
619	1463	12701
620	1465	12691
621	1465	12672
622	1468	12678
623	1470	12671
624	1472	12664
625	1478	12694
626	1479	12677
627	1485	12710
628	1496	12778
629	1502	12806
630	1505	12808
631	1508	12814
632	1509	12798
633	1512	12801
634	1513	12785
635	1513	12766
636	1517	12773
637	1517	12755
638	1518	12738
639	1519	12723
640	1519	12705
641	1520	12687
642	1523	12696
643	1529	12718
644	1537	12762
645	1537	12745
646	1544	12776
647	1545	12767
648	1546	12750
649	1546	12731
650	1554	12774
651	1555	12759
652	1556	12741
653	1563	12777
654	1566	12784
655	1567	12766
656	1570	12769
657	1570	12751
658	1581	12815
659	1582	12801
660	1582	12784
661	1583	12771
662	1584	12758
663	1588	12767
664	1591	12769
665	1592	12758
666	1594	12746
667	1594	12731
668	1601	12760
669	1605	12770
670	1611	12798
671	1619	12840
672	1623	12849
673	1623	12831
674	1624	12813
675	1631	12852
676	1633	12841
677	1639	12870
678	1640	12854
679	1640	12836
680	1641	12819
681	1646	12838
682	1646	12821
683	1654	12862
684	1655	12845
685	1661	12868
686	1661	12850
687	1664	12852
688	1665	12835
689	1668	12838
690	1668	12820
691	1669	12802
692	1677	12848
693	1679	12837
694	1682	12839
695	1685	12846
696	1689	12851
697	1695	12875
698	1700	12897
699	1704	12904
700	1707	12910
701	1713	12932
702	1714	12916
703	1719	12938
704	1721	12926
705	1721	12908
706	1721	12890
707	1724	12891
708	1725	12874
709	1725	12857
710	1726	12845
711	1727	12830
712	1728	12819
713	1729	12804
714	1733	12811
715	1737	12819
716	1740	12823
717	1740	12806
718	1746	12825
719	1751	12847
720	1752	12830
721	1757	12851
722	1761	12853
723	1766	12871
724	1772	12897
725	1773	12880
726	1773	12864
727	1774	12848
728	1774	12830
729	1774	12813
730	1777	12814
731	1778	12797
732	1781	12798
733	1784	12803
734	1790	12826
735	1791	12810
736	1791	12793
737	1795	12799
738	1803	12839
739	1804	12825
740	1807	12827
741	1812	12846
742	1813	12830
743	1818	12849
744	1822	12853
745	1822	12838
746	1826	12843
747	1829	12846
748	1838	12886
749	1838	12871
750	1841	12872
751	1846	12889
752	1849	12888
753	1852	12890
754	1853	12875
755	1853	12859
756	1854	12843
757	1860	12866
758	1863	12869
759	1864	12853
760	1868	12860
761	1873	12880
762	1874	12865
763	1875	12853
764	1876	12837
765	1878	12838
766	1879	12821
767	1884	12841
768	1885	12824
769	1885	12808
770	1889	12811
771	1889	12796
772	1889	12779
773	1890	12767
774	1892	12757
775	1895	12762
776	1899	12769
777	1902	12772
778	1906	12778
779	1907	12762
780	1907	12745
781	1910	12749
782	1911	12734
783	1911	12719
784	1912	12704
785	1913	12693
786	1917	12698
787	1919	12698
788	1921	12687
789	1924	12689
790	1924	12673
791	1926	12665
792	1926	12650
793	1927	12635
794	1927	12621
795	1932	12631
796	1932	12617
797	1938	12636
798	1942	12643
799	1942	12628
800	1948	12646
801	1949	12632
802	1959	12680
803	1959	12666
804	1960	12653
805	1961	12639
806	1961	12624
807	1962	12610
808	1972	12659
809	1973	12644
810	1973	12628
811	1977	12635
812	1985	12670
813	1986	12656
814	1995	12694
815	1998	12699
816	2002	12704
817	2008	12721
818	2008	12707
819	2009	12691
820	2009	12676
821	2010	12661
822	2010	12646
823	2010	12631
824	2018	12662
825	2025	12684
826	2028	12688
827	2031	12690
828	2032	12676
829	2033	12667
830	2034	12652
831	2038	12659
832	2044	12680
833	2044	12664
834	2045	12651
835	2048	12652
836	2048	12637
837	2049	12622
838	2049	12607
839	2055	12625
840	2059	12632
841	2059	12618
842	2060	12604
843	2064	12609
844	2064	12595
845	2065	12582
846	2068	12584
847	2079	12631
848	2082	12632
849	2085	12633
850	2089	12640
851	2090	12631
852	2090	12617
853	2091	12602
854	2092	12590
855	2093	12582
856	2094	12572
857	2095	12557
858	2095	12543
859	2096	12529
860	2104	12561
861	2107	12562
862	2110	12561
863	2110	12547
864	2116	12566
865	2117	12552
866	2117	12539
867	2118	12524
868	2121	12528
869	2122	12513
870	2127	12530
871	2130	12531
872	2131	12516
873	2137	12533
874	2137	12520
875	2143	12536
876	2146	12540
877	2152	12556
878	2153	12544
879	2153	12531
880	2155	12525
881	2157	12517
882	2157	12504
883	2158	12491
884	2158	12477
885	2161	12478
886	2162	12464
887	2167	12480
888	2168	12466
889	2171	12466
890	2175	12471
891	2175	12458
892	2183	12486
893	2184	12474
894	2188	12480
895	2191	12485
896	2199	12510
897	2199	12496
898	2200	12483
899	2200	12469
900	2201	12456
901	2205	12462
902	2207	12461
903	2208	12449
904	2209	12436
905	2209	12424
906	2210	12411
907	2210	12398
908	2211	12385
909	2212	12372
910	2212	12360
911	2213	12347
912	2217	12353
913	2221	12360
914	2221	12347
915	2222	12336
916	2223	12323
917	2226	12327
918	2230	12331
919	2233	12332
920	2236	12334
921	2237	12321
922	2244	12348
923	2247	12348
924	2248	12336
925	2248	12323
926	2252	12326
927	2252	12312
928	2254	12304
929	2259	12320
930	2265	12336
931	2266	12324
932	2273	12348
933	2281	12376
934	2285	12382
935	2286	12369
936	2290	12374
937	2297	12401
938	2299	12391
939	2299	12378
940	2302	12377
941	2303	12369
942	2304	12357
943	2304	12343
944	2305	12331
945	2306	12323
946	2310	12326
947	2310	12313
948	2316	12329
949	2317	12317
950	2317	12304
951	2321	12307
952	2321	12296
953	2322	12284
954	2322	12271
955	2323	12258
956	2329	12274
957	2329	12262
958	2337	12288
959	2341	12293
960	2347	12306
961	2347	12294
962	2348	12281
963	2348	12268
964	2349	12258
965	2349	12245
966	2357	12272
967	2358	12260
968	2361	12259
969	2364	12260
970	2364	12248
971	2366	12241
972	2366	12228
973	2367	12216
974	2368	12208
975	2374	12222
976	2378	12228
977	2378	12215
978	2379	12202
979	2379	12190
980	2380	12179
981	2389	12208
982	2392	12209
983	2392	12196
984	2393	12187
985	2394	12174
986	2399	12189
987	2407	12212
988	2408	12200
989	2411	12202
990	2412	12191
991	2412	12179
992	2416	12182
993	2416	12170
994	2417	12159
995	2417	12146
996	2420	12147
997	2424	12149
998	2426	12149
999	2435	12175
1000	2440	12187
1001	2442	12182
1002	2446	12188
1003	2451	12198
1004	2457	12212
1005	2460	12212
1006	2461	12202
1007	2462	12193
1008	2462	12183
1009	2463	12170
1010	2466	12170
1011	2469	12172
1012	2472	12171
1013	2472	12159
1014	2473	12149
1015	2474	12137
1016	2477	12140
1017	2481	12145
1018	2485	12149
1019	2493	12174
1020	2494	12162
1021	2497	12164
1022	2497	12151
1023	2498	12139
1024	2501	12142
1025	2502	12130
1026	2507	12144
1027	2516	12171
1028	2517	12160
1029	2518	12149
1030	2523	12162
1031	2527	12165
1032	2530	12166
1033	2540	12199
1034	2540	12186
1035	2541	12176
1036	2545	12180
1037	2545	12169
1038	2546	12159
1039	2549	12159
1040	2553	12162
1041	2561	12186
1042	2561	12175
1043	2562	12163
1044	2567	12174
1045	2573	12189
1046	2574	12178
1047	2574	12166
1048	2575	12154
1049	2575	12143
1050	2581	12154
1051	2581	12142
1052	2582	12130
1053	2587	12140
1054	2592	12153
1055	2598	12167
1056	2599	12155
1057	2604	12167
1058	2605	12155
1059	2605	12144
1060	2610	12149
1061	2610	12138
1062	2616	12152
1063	2620	12157
1064	2621	12146
1065	2626	12158
1066	2632	12168
1067	2638	12186
1068	2639	12175
1069	2640	12164
1070	2640	12154
1071	2647	12172
1072	2648	12161
1073	2648	12149
1074	2651	12148
1075	2658	12164
1076	2659	12154
1077	2661	12153
1078	2662	12142
1079	2670	12167
1080	2671	12156
1081	2672	12148
1082	2673	12136
1083	2676	12138
1084	2677	12128
1085	2678	12117
1086	2678	12106
1087	2684	12118
1088	2684	12106
1089	2692	12128
1090	2692	12116
1091	2694	12110
1092	2698	12114
1093	2704	12129
1094	2710	12141
1095	2711	12130
1096	2711	12119
1097	2717	12131
1098	2720	12131
1099	2723	12132
1100	2724	12121
1101	2727	12122
1102	2730	12124
1103	2731	12112
1104	2731	12100
1105	2735	12105
1106	2736	12095
1107	2737	12085
1108	2743	12099
1109	2746	12099
1110	2749	12099
1111	2752	12098
1112	2752	12087
1113	2758	12098
1114	2762	12100
1115	2765	12104
1116	2766	12094
1117	2769	12094
1118	2772	12095
1119	2776	12098
1120	2779	12098
1121	2785	12110
1122	2786	12100
1123	2790	12103
1124	2790	12092
1125	2794	12097
1126	2795	12088
1127	2797	12082
1128	2800	12084
1129	2804	12088
1130	2805	12079
1131	2806	12069
1132	2807	12058
1133	2808	12051
1134	2808	12040
1135	2812	12040
1136	2812	12029
1137	2813	12018
1138	2816	12018
1139	2816	12007
1140	2817	11999
1141	2818	11988
1142	2821	11988
1143	2824	11988
1144	2824	11978
1145	2825	11967
1146	2826	11959
1147	2830	11963
1148	2836	11976
1149	2837	11967
1150	2845	11987
1151	2846	11977
1152	2847	11969
1153	2851	11973
1154	2851	11962
1155	2852	11951
1156	2855	11953
1157	2856	11942
1158	2858	11941
1159	2862	11942
1160	2868	11956
1161	2871	11956
1162	2872	11947
1163	2873	11936
1164	2876	11938
1165	2877	11928
1166	2879	11923
1167	2879	11913
1168	2880	11902
1169	2880	11892
1170	2883	11892
1171	2889	11902
1172	2890	11892
1173	2890	11881
1174	2893	11882
1175	2894	11872
1176	2894	11861
1177	2895	11851
1178	2895	11840
1179	2896	11829
1180	2896	11819
1181	2897	11809
1182	2900	11809
1183	2900	11799
1184	2905	11807
1185	2907	11799
1186	2907	11789
1187	2909	11783
1188	2909	11773
1189	2913	11774
1190	2916	11775
1191	2916	11765
1192	2917	11756
1193	2921	11760
1194	2922	11752
1195	2924	11746
1196	2927	11747
1197	2928	11738
1198	2929	11731
1199	2933	11733
1200	2939	11744
1201	2939	11733
1202	2940	11725
1203	2940	11714
1204	2941	11704
1205	2941	11693
1206	2945	11695
1207	2950	11705
1208	2951	11696
1209	2960	11718
1210	2963	11718
1211	2963	11708
1212	2964	11697
1213	2966	11696
1214	2970	11699
1215	2971	11689
1216	2971	11678
1217	2972	11669
1218	2972	11659
1219	2973	11649
1220	2973	11638
1221	2975	11632
1222	2977	11631
1223	2980	11631
1224	2984	11632
1225	2984	11621
1226	2985	11611
1227	2986	11605
1228	2989	11606
1229	2993	11610
1230	2994	11602
1231	3000	11612
1232	3004	11614
1233	3009	11624
1234	3010	11613
1235	3010	11603
1236	3014	11605
1237	3019	11615
1238	3023	11617
1239	3031	11635
1240	3032	11628
1241	3036	11632
1242	3040	11634
1243	3040	11625
1244	3044	11627
1245	3048	11629
1246	3049	11621
1247	3049	11611
1248	3053	11614
1249	3056	11614
1250	3056	11604
1251	3057	11594
1252	3057	11584
1253	3058	11574
1254	3058	11564
1255	3059	11554
1256	3059	11544
1257	3063	11546
1258	3068	11556
1259	3069	11546
1260	3069	11537
1261	3073	11539
1262	3077	11541
1263	3082	11551
1264	3083	11541
1265	3086	11541
1266	3086	11531
1267	3091	11535
1268	3094	11536
1269	3100	11546
1270	3100	11536
1271	3101	11529
1272	3105	11532
1273	3106	11522
1274	3106	11512
1275	3114	11529
1276	3114	11520
1277	3116	11514
1278	3117	11505
1279	3117	11496
1280	3118	11488
1281	3121	11488
1282	3122	11478
1283	3122	11468
1284	3123	11459
1285	3124	11452
1286	3130	11464
1287	3134	11467
1288	3135	11458
1289	3135	11449
1290	3141	11460
1291	3142	11452
1292	3143	11442
1293	3143	11432
1294	3144	11423
1295	3145	11418
1296	3152	11430
1297	3153	11424
1298	3154	11414
1299	3155	11408
1300	3158	11408
1301	3167	11429
1302	3171	11432
1303	3174	11433
1304	3175	11425
1305	3179	11427
1306	3180	11418
1307	3189	11440
1308	3189	11431
1309	3191	11426
1310	3192	11416
1311	3192	11407
1312	3195	11406
1313	3195	11397
1314	3196	11387
1315	3201	11395
1316	3203	11390
1317	3206	11390
1318	3209	11389
1319	3209	11379
1320	3210	11371
1321	3212	11366
1322	3213	11359
1323	3217	11363
1324	3221	11365
1325	3227	11376
1326	3231	11378
1327	3231	11370
1328	3235	11371
1329	3235	11362
1330	3244	11380
1331	3244	11371
1332	3247	11371
1333	3248	11362
1334	3249	11353
1335	3250	11346
1336	3253	11346
1337	3254	11338
1338	3257	11338
1339	3260	11337
1340	3261	11329
1341	3261	11320
1342	3264	11319
1343	3265	11310
1344	3270	11318
1345	3275	11327
1346	3276	11318
1347	3277	11309
1348	3278	11303
1349	3279	11296
1350	3283	11300
1351	3287	11301
1352	3288	11293
1353	3288	11284
1354	3291	11283
1355	3297	11292
1356	3297	11282
1357	3298	11273
1358	3298	11265
1359	3302	11267
1360	3308	11276
1361	3308	11267
1362	3316	11282
1363	3320	11286
1364	3323	11286
1365	3324	11278
1366	3325	11269
1367	3325	11260
1368	3326	11251
1369	3326	11242
1370	3330	11244
1371	3331	11237
1372	3331	11228
1373	3335	11228
1374	3338	11229
1375	3339	11221
1376	3343	11224
1377	3343	11215
1378	3350	11226
1379	3350	11218
1380	3351	11210
1381	3351	11200
1382	3357	11210
1383	3361	11210
1384	3362	11205
1385	3371	11222
1386	3371	11213
1387	3375	11216
1388	3379	11217
1389	3382	11218
1390	3389	11229
1391	3394	11237
1392	3395	11229
1393	3396	11221
1394	3396	11211
1395	3397	11204
1396	3397	11195
1397	3398	11186
1398	3401	11187
1399	3402	11179
1400	3403	11171
1401	3407	11174
1402	3411	11176
1403	3413	11175
1404	3414	11166
1405	3414	11158
1406	3415	11150
1407	3416	11142
1408	3419	11142
1409	3420	11133
1410	3423	11133
1411	3424	11126
1412	3424	11117
1413	3427	11116
1414	3430	11116
1415	3431	11108
1416	3432	11100
1417	3432	11091
1418	3433	11084
1419	3439	11094
1420	3440	11086
1421	3441	11078
1422	3446	11086
1423	3447	11078
1424	3449	11073
1425	3449	11064
1426	3449	11055
1427	3453	11057
1428	3454	11049
1429	3457	11048
1430	3458	11043
1431	3459	11036
1432	3463	11037
1433	3466	11037
1434	3466	11028
1435	3472	11036
1436	3474	11031
1437	3475	11026
1438	3476	11018
1439	3476	11009
1440	3477	11000
1441	3480	11001
1442	3480	10993
1443	3485	10996
1444	3486	10990
1445	3489	10990
1446	3490	10983
1447	3491	10975
1448	3491	10966
1449	3497	10975
1450	3504	10985
1451	3512	11001
1452	3516	11003
1453	3516	10996
1454	3517	10987
1455	3517	10978
1456	3518	10970
1457	3523	10977
1458	3527	10980
1459	3531	10980
1460	3535	10983
1461	3535	10975
1462	3536	10967
1463	3537	10961
1464	3538	10954
1465	3547	10970
1466	3547	10963
1467	3548	10954
1468	3549	10947
1469	3549	10938
1470	3555	10945
1471	3555	10937
1472	3556	10928
1473	3556	10921
1474	3557	10912
1475	3558	10907
1476	3559	10899
1477	3559	10891
1478	3561	10885
1479	3564	10884
1480	3569	10892
1481	3570	10883
1482	3570	10875
1483	3578	10891
1484	3588	10910
1485	3589	10903
1486	3590	10895
1487	3590	10887
1488	3593	10886
1489	3593	10878
1490	3596	10877
1491	3597	10868
1492	3603	10878
1493	3605	10873
1494	3610	10880
1495	3611	10872
1496	3611	10864
1497	3614	10863
1498	3620	10871
1499	3622	10866
1500	3627	10871
1501	3627	10864
1502	3628	10857
1503	3635	10867
1504	3636	10861
1505	3642	10869
1506	3643	10862
1507	3647	10863
1508	3654	10877
1509	3655	10868
1510	3655	10860
1511	3659	10861
1512	3659	10852
1513	3659	10844
1514	3660	10836
1515	3660	10827
1516	3661	10819
1517	3662	10813
1518	3671	10829
1519	3679	10843
1520	3682	10843
1521	3682	10834
1522	3686	10836
1523	3687	10829
1524	3691	10831
1525	3691	10822
1526	3692	10816
1527	3693	10808
1528	3694	10803
1529	3695	10796
1530	3699	10799
1531	3703	10800
1532	3709	10809
1533	3710	10801
1534	3710	10792
1535	3710	10784
1536	3711	10776
1537	3714	10776
1538	3715	10769
1539	3715	10761
1540	3716	10752
1541	3716	10744
1542	3716	10736
1543	3719	10735
1544	3722	10734
1545	3726	10735
1546	3731	10742
1547	3735	10744
1548	3736	10736
1549	3738	10732
1550	3750	10757
1551	3753	10756
1552	3757	10759
1553	3759	10754
1554	3759	10747
1555	3765	10753
1556	3766	10746
1557	3766	10738
1558	3772	10745
1559	3772	10737
1560	3773	10730
1561	3779	10737
1562	3779	10730
1563	3782	10728
1564	3783	10720
1565	3785	10719
1566	3791	10725
1567	3795	10728
1568	3804	10743
1569	3804	10735
1570	3805	10727
1571	3810	10734
1572	3811	10726
1573	3815	10728
1574	3815	10720
1575	3816	10713
1576	3819	10711
1577	3819	10704
1578	3821	10698
1579	3821	10691
1580	3822	10685
1581	3829	10694
1582	3836	10703
1583	3836	10696
1584	3842	10704
1585	3843	10696
1586	3843	10688
1587	3844	10682
1588	3849	10684
1589	3849	10677
1590	3850	10670
1591	3858	10684
1592	3859	10676
1593	3865	10684
1594	3866	10678
1595	3867	10671
1596	3873	10679
1597	3873	10671
1598	3874	10663
1599	3884	10683
1600	3885	10675
1601	3885	10667
1602	3886	10660
1603	3886	10652
1604	3887	10645
1605	3888	10638
1606	3892	10640
1607	3892	10632
1608	3900	10645
1609	3904	10646
1610	3910	10654
1611	3911	10646
1612	3912	10641
1613	3918	10649
1614	3922	10650
1615	3922	10642
1616	3923	10634
1617	3924	10627
1618	3928	10629
1619	3931	10630
1620	3937	10636
1621	3937	10628
1622	3938	10620
1623	3938	10612
1624	3939	10605
1625	3939	10598
1626	3940	10590
1627	3940	10583
1628	3944	10583
1629	3944	10576
1630	3945	10568
1631	3949	10569
1632	3949	10562
1633	3960	10582
1634	3966	10590
1635	3968	10584
1636	3970	10583
1637	3975	10588
1638	3976	10580
1639	3976	10572
1640	3977	10564
1641	3979	10563
1642	3981	10557
1643	3981	10549
1644	3982	10543
1645	3983	10536
1646	3983	10529
1647	3992	10543
1648	3993	10535
1649	3997	10537
1650	4001	10539
1651	4001	10532
1652	4002	10524
1653	4005	10525
1654	4006	10517
1655	4011	10523
1656	4012	10515
1657	4015	10517
1658	4024	10531
1659	4025	10524
1660	4025	10516
1661	4031	10522
1662	4037	10528
1663	4045	10540
1664	4046	10534
1665	4046	10527
1666	4047	10519
1667	4050	10520
1668	4051	10513
1669	4052	10506
1670	4053	10500
1671	4053	10492
1672	4057	10493
1673	4057	10485
1674	4057	10477
1675	4065	10489
1676	4066	10482
1677	4067	10476
1678	4070	10475
1679	4070	10467
1680	4074	10469
1681	4075	10462
1682	4078	10461
1683	4081	10460
1684	4082	10453
1685	4082	10446
1686	4083	10439
1687	4083	10431
1688	4085	10427
1689	4085	10420
1690	4089	10422
1691	4090	10415
1692	4091	10408
1693	4099	10420
1694	4099	10412
1695	4105	10418
1696	4106	10411
1697	4106	10404
1698	4106	10396
1699	4107	10389
1700	4107	10381
1701	4108	10376
1702	4110	10371
1703	4111	10364
1704	4115	10366
1705	4115	10358
1706	4121	10365
1707	4122	10359
1708	4130	10369
