iter	RMSE
501	9.850486986
502	9.84515188
503	9.842690761
504	9.84234597
505	9.837166124
506	9.835395149
507	9.832036524
508	9.831350618
509	9.82054214
510	9.81698462
511	9.816984613
512	9.816984607
513	9.811587127
514	9.809471866
515	9.809471863
516	9.794434173
517	9.794434173
518	9.794434173
519	9.794434173
520	9.794005239
521	9.794005237
522	9.788918799
523	9.78704689
524	9.786592648
525	9.785635285
526	9.785635282
527	9.785635279
528	9.781318205
529	9.781318199
530	9.781318194
531	9.780833177
532	9.780620589
533	9.780620586
534	9.77151517
535	9.768569858
536	9.768569858
537	9.768212024
538	9.768212022
539	9.76821202
540	9.762024273
541	9.761207293
542	9.760558335
543	9.75507983
544	9.75484312
545	9.75166918
546	9.74373893
547	9.743738872
548	9.743738822
549	9.743399518
550	9.737296022
551	9.733300357
552	9.733300319
553	9.731325386
554	9.728237675
555	9.725221756
556	9.725221735
557	9.724335353
558	9.723224212
559	9.721411707
560	9.721411704
561	9.720303099
562	9.716569609
563	9.715963349
564	9.715963333
565	9.71596332
566	9.715678855
567	9.715342466
568	9.715342455
569	9.712936364
570	9.712749958
571	9.712369051
572	9.710271518
573	9.708123728
574	9.702480317
575	9.701425928
576	9.70027765
577	9.698191704
578	9.698191645
579	9.69501772
580	9.695017682
581	9.693668623
582	9.693668596
583	9.693668573
584	9.692657961
585	9.683429926
586	9.683429926
587	9.683429926
588	9.68292322
589	9.682861004
590	9.682861004
591	9.680964885
592	9.678992608
593	9.678693917
594	9.67250219
595	9.671172733
596	9.670948384
597	9.670116598
598	9.669807067
599	9.669083789
600	9.665747701
601	9.654776194
602	9.651158293
603	9.6461638
604	9.633709928
605	9.622335847
606	9.622335831
607	9.622335817
608	9.622335805
609	9.622335794
610	9.62211054
611	9.621711616
612	9.621711592
613	9.619494515
614	9.619494504
615	9.614578242
616	9.607666645
617	9.602200375
618	9.594042079
619	9.593825955
620	9.586696704
621	9.586696703
622	9.586104755
623	9.578666959
624	9.57650681
625	9.574974787
626	9.574974773
627	9.570610967
628	9.569201134
629	9.566436198
630	9.565817067
631	9.564731865
632	9.563511609
633	9.563510303
634	9.563235956
635	9.563235953
636	9.562833395
637	9.562559569
638	9.560872528
639	9.558370634
640	9.558370631
641	9.558370628
642	9.545299997
643	9.545295958
644	9.53896731
645	9.538967309
646	9.536159049
647	9.524849583
648	9.524849582
649	9.524849581
650	9.516883531
651	9.51636358
652	9.51636358
653	9.512883644
654	9.510515227
655	9.510217665
656	9.509611197
657	9.509611196
658	9.504957353
659	9.504648605
660	9.504648603
661	9.5001995
662	9.499855548
663	9.496428427
664	9.496282258
665	9.489301734
666	9.488776991
667	9.487465091
668	9.478328074
669	9.473421239
670	9.467043536
671	9.463223233
672	9.453345206
673	9.453345199
674	9.453345194
675	9.451400192
676	9.447802679
677	9.44061004
678	9.440365945
679	9.440365929
680	9.440365916
681	9.44012733
682	9.44012732
683	9.434136485
684	9.434136476
685	9.431372052
686	9.431372051
687	9.431347476
688	9.430942049
689	9.430090338
690	9.430090331
691	9.430090326
692	9.427109693
693	9.421345042
694	9.421291561
695	9.419889798
696	9.418456708
697	9.415919134
698	9.414453666
699	9.413614918
700	9.402105537
701	9.400355075
702	9.400284927
703	9.39590549
704	9.393529682
705	9.393529682
706	9.393529682
707	9.393282687
708	9.393282687
709	9.393282687
710	9.385066235
711	9.384365727
712	9.376328257
713	9.376157645
714	9.370685204
715	9.364996906
716	9.363696163
717	9.363512129
718	9.353964714
719	9.344707581
720	9.34470758
721	9.337609425
722	9.337295281
723	9.336611923
724	9.334224408
725	9.334224408
726	9.334154384
727	9.334154384
728	9.334154384
729	9.334154384
730	9.334103063
731	9.334103062
732	9.333885178
733	9.330264818
734	9.326685952
735	9.32668595
736	9.326685948
737	9.319618686
738	9.313052252
739	9.310880936
740	9.310832959
741	9.309296527
742	9.309264037
743	9.306782488
744	9.3055829
745	9.303022564
746	9.301451534
747	9.300383265
748	9.289271064
749	9.289024057
750	9.288862466
751	9.288313354
752	9.288311768
753	9.286407916
754	9.286123088
755	9.286123087
756	9.286123086
757	9.280753511
758	9.278684648
759	9.278684645
760	9.268787132
761	9.266147863
762	9.265865029
763	9.261159215
764	9.261058341
765	9.260920057
766	9.260920055
767	9.255213658
768	9.255213654
769	9.255213651
770	9.250951028
771	9.250920742
772	9.250920741
773	9.245654413
774	9.240375097
775	9.237836398
776	9.231419458
777	9.23014676
778	9.226966702
779	9.226966699
780	9.226966696
781	9.224776969
782	9.224776969
783	9.224776969
784	9.22450498
785	9.217465655
786	9.205986777
787	9.205942543
788	9.200414143
789	9.200375829
790	9.200375829
791	9.199501523
792	9.19926552
793	9.199265517
794	9.199089969
795	9.18776744
796	9.187503529
797	9.185362095
798	9.182570067
799	9.182570061
800	9.182429874
801	9.181460423
802	9.176289767
803	9.176102782
804	9.171991962
805	9.171991954
806	9.171911363
807	9.171201136
808	9.166669114
809	9.166669113
810	9.166669111
811	9.162886909
812	9.162444084
813	9.161224355
814	9.157170393
815	9.155051629
816	9.150131846
817	9.14615517
818	9.146155169
819	9.146155167
820	9.146155166
821	9.146155165
822	9.146155164
823	9.146155164
824	9.144140412
825	9.141853968
826	9.136906439
827	9.136816062
828	9.136730557
829	9.131740027
830	9.131740023
831	9.122838856
832	9.117347838
833	9.117347824
834	9.116446368
835	9.116433786
836	9.116433779
837	9.116433773
838	9.116433767
839	9.113473156
840	9.10752655
841	9.107526543
842	9.107526536
843	9.099681574
844	9.099595854
845	9.099369176
846	9.099167687
847	9.097247615
848	9.097068841
849	9.096265221
850	9.096136199
851	9.09470566
852	9.094705658
853	9.094705656
854	9.094064706
855	9.088656911
856	9.088303162
857	9.08830316
858	9.088303158
859	9.088303156
860	9.082022444
861	9.081933542
862	9.081926228
863	9.08170287
864	9.078753169
865	9.078753168
866	9.078718259
867	9.078718258
868	9.078216861
869	9.078216861
870	9.074472781
871	9.072175262
872	9.072175259
873	9.0685428
874	9.068510561
875	9.064902202
876	9.064099728
877	9.061240868
878	9.061101359
879	9.060918284
880	9.055989316
881	9.050977547
882	9.050977533
883	9.049734724
884	9.049734723
885	9.049525732
886	9.049525728
887	9.044076913
888	9.044076903
889	9.042416087
890	9.036556687
891	9.036377221
892	9.030448402
893	9.030293823
894	9.028481604
895	9.024360307
896	9.022992448
897	9.022992427
898	9.022740878
899	9.02274086
900	9.022083995
901	9.008254208
902	9.008125613
903	9.007353345
904	9.006704309
905	9.005891161
906	9.005726312
907	9.005455563
908	9.005455555
909	9.005288957
910	9.003784461
911	9.003641587
912	9.000213351
913	8.994609851
914	8.994553518
915	8.990672501
916	8.990672498
917	8.990284211
918	8.985846516
919	8.985350553
920	8.982607486
921	8.982607485
922	8.978634999
923	8.978631165
924	8.978559672
925	8.978559665
926	8.978184972
927	8.978184965
928	8.975098328
929	8.972374451
930	8.971719396
931	8.971719383
932	8.964177219
933	8.96285862
934	8.959438624
935	8.959269519
936	8.953842593
937	8.950569161
938	8.950300715
939	8.950295252
940	8.95023057
941	8.942719522
942	8.942719514
943	8.942719507
944	8.942601306
945	8.940846321
946	8.940188468
947	8.940184261
948	8.936661971
949	8.936661971
950	8.936661971
951	8.936158628
952	8.935656458
953	8.935091932
954	8.935091932
955	8.935028863
956	8.929539212
957	8.926948266
958	8.924111423
959	8.918659658
960	8.918428151
961	8.918362838
962	8.91836283
963	8.918362822
964	8.918106087
965	8.918106078
966	8.916732383
967	8.916549324
968	8.916526232
969	8.915173413
970	8.915124178
971	8.905741538
972	8.905741537
973	8.905739562
974	8.901813941
975	8.89918784
976	8.890406185
977	8.890406173
978	8.890406162
979	8.890406153
980	8.889972876
981	8.884757178
982	8.884459952
983	8.884459948
984	8.882851326
985	8.882787546
986	8.87884104
987	8.873277596
988	8.873105826
989	8.871453041
990	8.871319932
991	8.871319908
992	8.871061629
993	8.871061614
994	8.871011463
995	8.871011448
996	8.870937827
997	8.870279118
998	8.870113267
999	8.867150603
1000	8.866763922
1001	8.862942783
1002	8.856960918
1003	8.856900876
1004	8.841924036
1005	8.841281317
1006	8.83802526
1007	8.836336422
1008	8.835668739
1009	8.835668737
1010	8.835540905
1011	8.831146685
1012	8.831124577
1013	8.831124562
1014	8.830865923
1015	8.830865911
1016	8.829809449
1017	8.81718984
1018	8.813383959
1019	8.808726334
1020	8.808690734
1021	8.804218539
1022	8.804218488
1023	8.804218444
1024	8.799923076
1025	8.799923006
1026	8.797874239
1027	8.792505109
1028	8.791577936
1029	8.789653285
1030	8.789435561
1031	8.782526717
1032	8.780749111
1033	8.776980339
1034	8.776980327
1035	8.77511664
1036	8.773454887
1037	8.773292842
1038	8.772540112
1039	8.772320823
1040	8.767208023
1041	8.764459785
1042	8.763868758
1043	8.763868755
1044	8.761296255
1045	8.760505096
1046	8.759457981
1047	8.759457493
1048	8.759261059
1049	8.759261058
1050	8.758012079
1051	8.758012079
1052	8.758012079
1053	8.755277841
1054	8.74688605
1055	8.743821396
1056	8.743821392
1057	8.743623268
1058	8.743572451
1059	8.743572446
1060	8.737304086
1061	8.737279379
1062	8.726743396
1063	8.724289743
1064	8.724232785
1065	8.718278768
1066	8.718223682
1067	8.714536884
1068	8.712795852
1069	8.712795851
1070	8.711575853
1071	8.708229476
1072	8.708171594
1073	8.708171592
1074	8.707998537
1075	8.705534467
1076	8.703786674
1077	8.70370777
1078	8.703621857
1079	8.69942467
1080	8.699424668
1081	8.694273307
1082	8.694273301
1083	8.691320932
1084	8.691155414
1085	8.691103766
1086	8.690562473
1087	8.6851605
1088	8.685160496
1089	8.684376363
1090	8.684374155
1091	8.678193554
1092	8.67748434
1093	8.672018845
1094	8.66725108
1095	8.667089129
1096	8.667089117
1097	8.662983956
1098	8.662978669
1099	8.662946532
1100	8.662780598
1101	8.662546091
1102	8.662287704
1103	8.662287702
1104	8.6622877
1105	8.657236295
1106	8.657066247
1107	8.654545607
1108	8.651685877
1109	8.651421225
1110	8.646377366
1111	8.646201107
1112	8.646201095
1113	8.641471821
1114	8.640709448
1115	8.636754972
1116	8.636530913
1117	8.636480258
1118	8.636336363
1119	8.623198659
1120	8.622876537
1121	8.622712291
1122	8.622450616
1123	8.61306802
1124	8.612930195
1125	8.60936256
1126	8.608755535
1127	8.603380905
1128	8.603155061
1129	8.60199946
1130	8.600464512
1131	8.600226908
1132	8.600226906
1133	8.597095952
1134	8.597095947
1135	8.596946523
1136	8.596798072
1137	8.596657958
1138	8.592708101
1139	8.5927081
1140	8.591235316
1141	8.591235313
1142	8.591159666
1143	8.590578302
1144	8.590483069
1145	8.590483065
1146	8.578873429
1147	8.57702607
1148	8.575822605
1149	8.573866534
1150	8.57276449
1151	8.572732509
1152	8.567015097
1153	8.562921282
1154	8.56287978
1155	8.562879774
1156	8.561117306
1157	8.560982705
1158	8.560969211
1159	8.56080453
1160	8.555840364
1161	8.554643126
1162	8.552146415
1163	8.552146412
1164	8.544257783
1165	8.54425768
1166	8.539226383
1167	8.539084175
1168	8.539084158
1169	8.538128184
1170	8.537732584
1171	8.531925828
1172	8.531891929
1173	8.531891923
1174	8.531032558
1175	8.530903731
1176	8.53090373
1177	8.53085564
1178	8.530855639
1179	8.530855639
1180	8.530832877
1181	8.530782529
1182	8.530736139
1183	8.530695254
1184	8.530518935
1185	8.525420328
1186	8.525420327
1187	8.52093836
1188	8.520938357
1189	8.517549029
1190	8.517106816
1191	8.516513351
1192	8.510583411
1193	8.507923755
1194	8.503757669
1195	8.501357507
1196	8.501219753
1197	8.50010348
1198	8.491230067
1199	8.485040811
1200	8.483340716
1201	8.483340673
1202	8.481656249
1203	8.481656216
1204	8.481656187
1205	8.481656162
1206	8.476313193
1207	8.468635944
1208	8.46602718
1209	8.459800571
1210	8.459662519
1211	8.459662514
1212	8.459662509
1213	8.459662505
1214	8.453481268
1215	8.453481267
1216	8.453481267
1217	8.452414994
1218	8.45229764
1219	8.452297639
1220	8.452297638
1221	8.450138772
1222	8.450074389
1223	8.449630279
1224	8.448873096
1225	8.448873095
1226	8.448873094
1227	8.443841145
1228	8.443136088
1229	8.440493066
1230	8.437169555
1231	8.43299441
1232	8.430604358
1233	8.424325995
1234	8.424325993
1235	8.42418732
1236	8.421940425
1237	8.420223933
1238	8.406755305
1239	8.404058632
1240	8.401982738
1241	8.393839965
1242	8.390547261
1243	8.39044912
1244	8.387505453
1245	8.383348599
1246	8.381086287
1247	8.381086286
1248	8.377841811
1249	8.377771954
1250	8.377771953
1251	8.377665996
1252	8.377665996
1253	8.377665996
1254	8.377665996
1255	8.377535273
1256	8.377535273
1257	8.374451513
1258	8.373165991
1259	8.372972464
1260	8.372927877
1261	8.368037694
1262	8.36596714
1263	8.355684703
1264	8.355684698
1265	8.355578211
1266	8.355578209
1267	8.350481748
1268	8.349328992
1269	8.344932886
1270	8.34482606
1271	8.341867012
1272	8.341470817
1273	8.341470793
1274	8.341470772
1275	8.340568172
1276	8.340446199
1277	8.338791064
1278	8.338753975
1279	8.338701968
1280	8.337703142
1281	8.337589894
1282	8.337589879
1283	8.337589866
1284	8.337589855
1285	8.333773259
1286	8.331774672
1287	8.329478005
1288	8.329377254
1289	8.329259034
1290	8.326166259
1291	8.325269552
1292	8.325269534
1293	8.325269518
1294	8.325158368
1295	8.31726208
1296	8.305891668
1297	8.302292142
1298	8.302292119
1299	8.297331425
1300	8.297162312
1301	8.292419889
1302	8.28337505
1303	8.281525651
1304	8.281301986
1305	8.278049784
1306	8.278049738
1307	8.276926193
1308	8.276926163
1309	8.269393186
1310	8.269393133
1311	8.269393086
1312	8.26926171
1313	8.269261681
1314	8.269261656
1315	8.265169403
1316	8.260051888
1317	8.260033761
1318	8.259981604
1319	8.259981589
1320	8.25915126
1321	8.254535113
1322	8.254360209
1323	8.253189041
1324	8.249963123
1325	8.248750302
1326	8.241138934
1327	8.240819153
1328	8.233175697
1329	8.233175695
1330	8.224812203
1331	8.224812193
1332	8.224786987
1333	8.224649606
1334	8.223948596
1335	8.214936666
1336	8.214419263
1337	8.213569594
1338	8.213477203
1339	8.212830169
1340	8.211018775
1341	8.211018757
1342	8.211002124
1343	8.210954448
1344	8.21076017
1345	8.206876353
1346	8.206876332
1347	8.206876314
1348	8.202953506
1349	8.196660687
1350	8.192057242
1351	8.191919883
1352	8.191832781
1353	8.19183278
1354	8.191797646
1355	8.188658871
1356	8.188658859
1357	8.188658848
1358	8.187343912
1359	8.179803542
1360	8.178572514
1361	8.178572494
1362	8.178280708
1363	8.176328327
1364	8.175567812
1365	8.174742084
1366	8.174742082
1367	8.17474208
1368	8.174742079
1369	8.174686332
1370	8.170717283
1371	8.169874645
1372	8.169874645
1373	8.168817372
1374	8.16676781
1375	8.166684372
1376	8.158795222
1377	8.158795222
1378	8.150536614
1379	8.149836169
1380	8.148527952
1381	8.14852795
1382	8.14580316
1383	8.145693555
1384	8.141878148
1385	8.135742514
1386	8.135742508
1387	8.133017171
1388	8.131473202
1389	8.129149349
1390	8.126053453
1391	8.12040803
1392	8.120335228
1393	8.119991561
1394	8.119991557
1395	8.11917688
1396	8.119176874
1397	8.119176869
1398	8.117752037
1399	8.11775201
1400	8.117451164
1401	8.115427368
1402	8.111504267
1403	8.111482845
1404	8.111453933
1405	8.111368324
1406	8.110825106
1407	8.110701851
1408	8.109657735
1409	8.109657713
1410	8.109474029
1411	8.107563106
1412	8.107563064
1413	8.107460777
1414	8.106757878
1415	8.106394895
1416	8.106292391
1417	8.106292365
1418	8.104719282
1419	8.101397304
1420	8.101231679
1421	8.101231665
1422	8.100103901
1423	8.100012982
1424	8.097720957
1425	8.097720948
1426	8.097702692
1427	8.093992456
1428	8.093992438
1429	8.093935123
1430	8.086897369
1431	8.084277568
1432	8.078694944
1433	8.07852383
1434	8.078523798
1435	8.076232548
1436	8.072624193
1437	8.069121675
1438	8.069121667
1439	8.069121661
1440	8.068973849
1441	8.065771647
1442	8.065771633
1443	8.058573391
1444	8.055064967
1445	8.055052879
1446	8.054862865
1447	8.054749466
1448	8.054749462
1449	8.054017582
1450	8.052978585
1451	8.049297555
1452	8.043647099
1453	8.040834032
1454	8.040834022
1455	8.040710535
1456	8.040710529
1457	8.039357941
1458	8.038524632
1459	8.035161462
1460	8.031860326
1461	8.031860322
1462	8.031860318
1463	8.0273639
1464	8.025291424
1465	8.021574038
1466	8.020050996
1467	8.019944173
1468	8.019520968
1469	8.019520968
1470	8.019380028
1471	8.019274423
1472	8.019274423
1473	8.018813722
1474	8.018813722
1475	8.014898904
1476	8.01476669
1477	8.01476669
1478	8.013410232
1479	8.013308178
1480	8.013004933
1481	8.013004933
1482	8.013004933
1483	8.007455683
1484	8.005485351
1485	8.004633727
1486	8.004633725
1487	8.004633723
1488	8.004592106
1489	8.004592103
1490	8.004522793
1491	8.004522791
1492	8.00177024
1493	7.998923866
1494	7.997384136
1495	7.997337452
1496	7.997337452
1497	7.997303907
1498	7.994059967
1499	7.989925346
1500	7.989291102
1501	7.989291102
1502	7.989165818
1503	7.982992342
1504	7.981842184
1505	7.978571775
1506	7.977041269
1507	7.973137793
1508	7.96918418
1509	7.96918418
1510	7.96918418
1511	7.963328936
1512	7.963328936
1513	7.963328936
1514	7.963328936
1515	7.963328936
1516	7.963328936
1517	7.961970362
1518	7.961358098
1519	7.954204948
1520	7.953155742
1521	7.95315574
1522	7.947967923
1523	7.947648565
1524	7.946571587
1525	7.946571569
1526	7.945253626
1527	7.945253618
1528	7.941379921
1529	7.941379913
1530	7.939045411
1531	7.938932631
1532	7.938168896
1533	7.938168889
1534	7.938168883
1535	7.938168878
1536	7.938168873
1537	7.936036823
1538	7.935537302
1539	7.935537295
1540	7.935537289
1541	7.935537284
1542	7.93553728
1543	7.935223801
1544	7.935187292
1545	7.932133326
1546	7.931871564
1547	7.927661063
1548	7.92766106
1549	7.92595973
1550	7.923642229
1551	7.922680783
1552	7.921658192
1553	7.920113636
1554	7.920113636
1555	7.920010876
1556	7.919489297
1557	7.919489297
1558	7.917848349
1559	7.917848348
1560	7.917848348
1561	7.908765825
1562	7.908612566
1563	7.908557628
1564	7.908557627
1565	7.908509558
1566	7.907462064
1567	7.903992081
1568	7.899759205
1569	7.899759186
1570	7.89975917
1571	7.895739133
1572	7.895739128
1573	7.892535956
1574	7.892535953
1575	7.892436849
1576	7.892340776
1577	7.892240994
1578	7.891384578
1579	7.891384576
1580	7.891278936
1581	7.888828097
1582	7.883214116
1583	7.883180151
1584	7.880893698
1585	7.880893669
1586	7.880893665
1587	7.879631053
1588	7.870560268
1589	7.870481045
1590	7.870369612
1591	7.867768437
1592	7.867768417
1593	7.865240319
1594	7.86469211
1595	7.864183244
1596	7.8641539
1597	7.864153878
1598	7.864053029
1599	7.863839641
1600	7.863839633
1601	7.863800667
1602	7.863723378
1603	7.863723372
1604	7.863723367
1605	7.863592722
1606	7.857455944
1607	7.857455932
1608	7.855696461
1609	7.848492912
1610	7.843496624
1611	7.843495405
1612	7.84214134
1613	7.839141193
1614	7.839000476
1615	7.839000384
1616	7.839000304
1617	7.83857986
1618	7.835191084
1619	7.833462348
1620	7.832770403
1621	7.832770327
1622	7.832770261
1623	7.832770203
1624	7.832511233
1625	7.832511189
1626	7.830826299
1627	7.830689414
1628	7.829112065
1629	7.829112018
1630	7.829111977
1631	7.826495534
1632	7.826495522
1633	7.822722173
1634	7.813534389
1635	7.811749109
1636	7.811505012
1637	7.811269237
1638	7.81126922
1639	7.811269205
1640	7.811269192
1641	7.811169516
1642	7.809348877
1643	7.809348861
1644	7.808356634
1645	7.808328363
1646	7.808307782
1647	7.800416168
1648	7.800416148
1649	7.797768043
1650	7.791588859
1651	7.791588846
1652	7.791588835
1653	7.790844888
1654	7.790844886
1655	7.788852637
1656	7.788848953
1657	7.784854471
1658	7.782103636
1659	7.782103627
1660	7.782091971
1661	7.781040048
1662	7.777432484
1663	7.772320543
1664	7.770741869
